district,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic
16,9.910597,81.02674,114,4190.8,4,0,1,1,1,818,36.1,0,97.6,454.3,0.462,0.283,0.179,0,0,17,7.15,0.73,53.1,1,219535,0,10,1
23,7.265045,81.635932,16,1532.9,4,0,1,0,0,654,48.7,0,39.4,54.9,0.343,0.068,-0.1,1,0,43,1.79,19.4,23.42,0,0,1,9,1
8,6.500526,81.83809,34,1305.8,0,4,4,0,1,618,17.9,0,33.0,168.0,0.601,-0.094,0.296,0,0,67,2.48,1.39,20.29,0,0,1,9,1
6,9.89236,79.955502,73,616.9,0,1,3,2,0,1367,58.7,1,64.0,232.5,0.567,-0.042,0.018,1,0,45,7.07,8.5,28.54,0,0,1,9,1
4,7.39902,81.414486,137,292.6,0,2,3,0,1,1708,50.7,1,124.5,100.0,0.757,0.102,0.069,1,0,36,14.44,5.23,32.15,0,0,1,9,1
23,7.956693,81.641855,29,317.4,2,0,2,0,1,120,10.6,0,82.6,204.1,0.607,0.314,0.124,0,0,78,10.6,2.26,38.23,0,0,1,9,1
15,9.35491,81.34531,1113,351.4,5,4,2,0,1,734,1.0,1,226.7,43.1,0.605,0.308,-0.048,1,0,79,25.27,20.62,32.36,0,0,1,9,1
12,8.367584,81.176046,113,3859.8,3,2,4,0,1,312,2.2,0,69.1,300.5,0.497,0.289,-0.62,1,0,52,0.3,0.05,31.89,0,0,1,9,1
3,8.024802,79.809883,123,2972.8,5,3,3,0,1,715,6.9,1,200.9,267.3,0.302,0.628,-0.03,1,0,48,7.49,16.29,44.89,0,0,1,9,1
20,9.52563,80.445343,69,893.9,4,0,3,2,2,194,11.4,0,2.8,398.5,0.472,-0.239,-0.159,1,0,79,7.54,3.17,31.44,0,0,0,7,1
16,9.875103,79.807438,29,1455.8,0,1,3,0,0,512,5.5,0,29.2,25.3,0.578,-0.158,-0.137,1,0,67,4.03,17.71,9.12,0,0,1,9,1
9,7.515237,81.199372,84,5154.0,5,4,0,0,1,529,1.0,1,37.2,113.3,0.502,0.439,-0.378,1,0,85,10.34,0.86,9.69,0,0,1,9,1
18,6.1756,81.612619,51,3556.4,3,1,0,0,1,461,32.6,0,128.6,291.1,0.303,0.53,0.297,0,0,55,6.4,3.78,40.22,0,0,1,9,1
19,7.485879,80.292535,1167,565.9,5,0,4,2,1,240,14.8,1,157.8,27.6,0.36,0.04,0.172,0,0,7,21.92,10.52,24.52,0,0,0,10,1
13,9.179772,80.708966,10,1588.9,3,3,0,1,1,10,1.0,0,175.8,302.2,0.223,-0.037,0.369,0,0,21,0.06,3.07,60.48,1,241376,0,3,1
5,7.979385,79.677521,11,546.2,5,4,1,0,1,1680,19.4,1,82.6,413.6,0.198,-0.154,-0.021,1,0,62,11.45,6.42,57.22,0,0,1,9,1
11,7.092121,79.979604,142,2567.4,4,1,0,0,1,718,15.4,0,20.1,465.6,0.408,0.196,0.519,0,0,49,12.17,2.63,42.6,0,0,1,9,1
8,8.281891,79.851839,52,402.7,3,2,2,0,1,1117,5.3,1,37.5,122.0,0.158,0.295,0.269,0,0,70,7.34,6.05,25.6,0,0,1,9,1
2,6.059776,80.307064,1292,4272.4,0,1,1,0,1,394,12.2,0,74.2,224.1,0.155,-0.375,0.238,0,0,57,16.81,13.62,29.46,0,0,1,9,1
12,7.031284,80.106232,76,637.8,6,1,1,0,1,379,8.9,0,43.1,161.9,0.548,0.223,0.147,0,0,52,8.76,10.15,17.57,0,0,1,9,1
10,8.195283,80.671503,1330,636.1,2,1,0,0,0,1253,46.9,1,87.7,123.2,0.339,0.433,0.11,0,0,45,0.9,1.26,23.49,0,0,1,9,1
16,6.090845,80.378798,109,2836.2,3,0,1,0,0,425,34.9,0,31.5,112.2,0.526,0.36,0.115,0,0,29,7.05,6.19,16.09,0,0,0,10,1
11,9.687312,80.727076,79,907.2,0,3,3,0,1,243,7.2,0,101.8,233.8,0.782,-0.253,-0.246,1,0,70,18.29,14.75,25.2,0,0,1,9,1
17,8.587826,80.872164,180,258.0,3,1,0,1,1,717,35.0,0,112.2,317.5,0.453,0.352,0.398,0,0,39,3.67,5.9,51.0,1,40159,1,9,1
3,7.523554,79.903405,56,1825.8,5,3,4,0,0,58,1.0,1,20.7,529.5,0.809,0.227,-0.077,1,0,13,5.26,2.72,46.86,0,0,0,10,1
22,9.673101,80.130228,12,882.2,4,3,4,0,3,239,24.7,0,60.9,29.1,0.662,0.282,0.132,0,0,59,7.1,3.83,18.63,0,0,1,9,1
1,8.315146,80.243158,108,1025.5,0,1,0,0,0,319,17.3,0,158.9,525.5,0.197,0.086,0.278,0,0,42,5.9,6.55,64.38,1,83438,0,0,1
12,9.38426,80.532912,16,1532.8,4,0,0,0,1,373,9.5,0,140.5,201.9,0.524,0.254,0.104,0,0,55,4.65,3.59,40.81,0,0,1,9,1
15,9.529206,81.778874,912,1145.7,5,3,4,0,3,484,36.7,1,80.5,308.2,0.754,0.204,-0.24,1,0,49,0.74,0.95,33.13,0,0,1,9,1
10,7.912498,80.401992,999,2703.9,2,4,1,0,0,1476,47.0,1,191.0,191.0,0.288,0.544,0.221,0,0,5,37.96,7.95,43.99,0,0,0,10,1
2,7.099657,80.466441,1295,439.3,3,3,0,0,1,684,1.0,0,101.6,311.2,0.548,0.703,0.156,0,1,92,7.3,9.83,43.96,0,0,1,9,1
2,6.42485,80.715959,279,1327.6,0,2,3,0,3,10,17.7,0,145.1,509.2,0.541,0.023,0.212,0,0,26,3.25,0.39,59.82,1,142554,0,10,1
6,8.38918,79.699622,61,1307.9,6,3,0,0,1,1357,26.8,1,7.9,233.1,0.817,0.143,0.696,0,0,86,2.71,1.25,14.79,0,0,1,9,1
5,8.58182,81.722094,38,145.1,0,3,0,0,1,1534,49.8,1,2.5,85.2,0.419,0.28,-0.372,1,1,44,6.78,6.71,27.35,0,0,1,9,1
21,8.769957,81.241763,41,6162.5,4,3,2,0,1,746,14.8,0,139.0,254.5,0.419,-0.318,0.128,0,0,33,5.86,2.71,41.06,0,0,1,9,1
22,8.498112,81.550099,72,3963.7,0,4,0,0,0,10,22.6,0,6.1,386.7,0.378,0.173,0.021,1,0,8,1.13,5.71,39.39,0,0,0,10,1
5,7.070071,81.518807,98,1173.3,6,1,3,2,1,1526,44.5,1,66.3,94.2,0.685,0.424,0.1,0,0,31,7.13,4.47,16.76,0,0,1,9,1
5,7.523864,80.774861,150,252.5,3,1,4,0,1,1777,95.0,1,64.0,120.7,0.511,0.416,-0.114,1,0,50,8.81,4.89,31.1,0,0,1,9,1
12,8.802233,81.418636,113,622.2,5,3,3,1,1,356,36.7,1,4.4,43.7,0.717,0.507,0.1,1,0,76,10.43,7.19,1.15,0,0,1,9,1
5,6.269002,81.387308,39,1156.6,5,0,0,0,1,1277,70.7,1,59.5,41.7,0.596,0.154,-0.397,1,0,22,2.89,7.05,18.1,0,0,0,10,1
12,7.81102,80.122388,25,2555.4,5,0,2,1,3,425,1.0,1,1.9,456.3,0.004,0.224,0.089,1,0,39,43.82,2.71,51.82,0,0,1,9,1
6,9.564822,80.335674,85,237.8,3,1,0,0,1,1464,27.8,1,30.9,79.4,0.604,0.46,-0.548,1,1,72,1.48,3.35,20.36,0,0,1,9,1
6,8.213916,80.833482,21,3688.7,4,2,3,0,0,965,37.3,0,91.5,147.5,0.232,-0.038,0.325,0,0,52,2.2,4.34,34.49,0,0,1,9,1
15,8.418632,81.810551,1133,644.5,5,0,0,1,0,390,24.1,1,276.8,4.4,0.327,0.198,0.365,0,0,54,10.28,3.74,30.58,0,0,1,9,1
0,9.726459,81.497213,34,540.4,4,4,0,0,0,326,32.4,0,164.7,416.6,0.448,0.255,0.087,1,0,5,5.71,0.95,62.63,0,0,0,3,1
13,7.398272,81.314823,8,2394.3,5,4,4,0,3,203,40.2,1,46.1,399.6,0.818,0.077,0.107,0,1,22,8.36,1.91,54.64,1,155761,0,10,1
6,7.642766,81.219726,77,5725.0,2,4,2,0,0,722,63.1,0,113.6,102.6,0.523,0.089,0.491,0,0,45,15.14,8.39,23.33,0,0,1,9,1
11,7.264428,80.00653,11,5162.9,0,3,3,0,1,620,5.7,0,158.7,88.1,0.439,-0.17,-0.106,1,0,57,0.0,5.58,35.11,0,0,1,9,1
15,9.914366,81.106508,941,2115.1,0,0,4,0,0,401,19.1,0,92.8,217.8,0.758,0.256,0.298,0,0,44,7.91,0.38,26.4,0,0,1,9,1
17,9.899968,79.717098,19,2201.1,2,3,2,0,0,409,27.9,0,36.3,407.4,0.187,0.277,-0.392,1,0,67,6.53,0.0,49.7,0,0,1,9,1
1,6.33862,81.376459,138,2023.1,6,0,2,0,3,300,31.7,0,2.1,337.1,0.629,0.097,-0.224,0,0,40,16.65,0.63,29.6,0,0,1,9,1
19,9.935345,81.050883,590,4742.6,0,2,0,0,0,446,27.4,0,146.2,369.9,0.392,0.256,-0.076,1,0,52,3.83,19.7,47.69,1,18687,1,9,1
0,7.085621,81.461785,29,1825.0,0,4,0,0,1,490,16.3,0,132.6,339.3,0.487,-0.507,-0.27,1,0,72,9.67,8.88,46.58,1,156264,1,9,1
8,8.43684,81.646436,58,373.6,2,2,1,0,1,830,1.0,0,99.3,306.3,0.31,0.703,-0.149,1,2,58,2.92,0.56,50.6,0,0,1,9,1
11,7.256179,80.399116,63,5824.1,5,3,0,0,3,905,32.4,1,62.0,195.9,0.769,-0.127,0.111,0,0,24,3.44,2.16,24.06,0,0,0,10,1
5,8.413905,80.81479,83,3420.4,2,2,3,0,0,1548,44.6,1,150.2,189.6,0.677,0.464,-0.362,1,0,55,2.92,0.59,30.78,0,0,1,9,1
17,6.182273,81.402336,68,3008.4,5,4,4,0,0,287,60.1,1,95.3,476.3,0.174,-0.274,0.152,0,0,51,0.96,6.99,55.39,0,0,1,9,1
6,9.356481,81.805521,17,454.5,0,0,0,1,2,928,64.0,0,29.3,294.7,0.606,-0.046,-0.273,1,1,33,23.19,0.86,53.73,0,0,0,7,1
4,7.091897,80.864241,11,6336.6,5,4,3,0,1,1706,57.8,1,120.7,178.7,0.279,0.25,-0.046,1,0,35,2.95,4.6,45.26,0,0,1,9,1
17,8.062359,80.356325,17,3134.3,5,4,1,0,1,200,23.2,1,34.0,429.7,0.627,0.061,-0.287,1,0,62,4.19,10.11,47.8,0,0,1,9,1
3,7.136054,80.318672,72,506.5,4,0,0,0,0,228,38.1,0,31.0,67.1,0.649,0.328,-0.236,1,0,40,1.11,18.15,10.11,0,0,1,9,1
19,8.020332,80.722665,1272,1939.7,5,0,0,0,3,575,12.2,1,51.0,111.8,0.543,0.214,0.164,0,0,12,1.88,4.81,18.4,0,0,0,10,1
8,8.884879,80.241656,57,394.8,0,4,0,0,1,842,16.4,0,48.3,270.8,0.374,0.495,0.041,1,0,67,4.98,2.36,37.78,0,0,1,9,1
6,9.31834,81.076322,8,423.0,0,0,4,1,0,1600,67.5,1,166.4,120.0,0.369,0.103,-0.068,1,2,35,2.98,1.12,59.42,1,73303,1,9,1
7,7.292106,80.755668,30,2289.8,0,0,4,0,0,841,45.7,0,61.0,70.5,0.665,-0.021,0.006,1,0,27,7.53,6.0,20.91,0,0,0,10,1
9,7.331393,80.533427,29,2498.8,2,0,4,0,0,615,1.0,0,122.1,22.2,0.764,0.589,-0.298,1,0,49,5.92,2.93,17.87,0,0,1,9,1
14,9.924401,80.775451,0,1127.4,0,0,4,0,1,878,1.0,0,122.1,569.5,0.557,-0.243,-0.107,1,1,35,2.65,14.31,78.15,1,302895,0,0,1
12,7.830528,80.309351,207,6799.2,6,1,0,0,1,593,24.7,0,115.0,288.1,0.432,0.015,0.275,0,0,91,5.68,2.46,33.32,0,0,1,9,1
18,7.883381,81.803412,27,722.6,2,3,3,0,1,571,31.6,0,3.9,200.6,0.271,0.094,0.034,1,0,72,10.92,7.17,25.68,0,0,1,9,1
0,8.313845,81.452718,29,2267.7,5,3,0,0,1,607,18.1,1,126.0,25.2,0.661,-0.208,0.112,0,0,58,1.9,13.86,19.5,0,0,1,9,1
18,8.916277,80.061777,87,1389.4,3,4,0,0,0,341,1.0,0,103.6,213.0,0.314,0.3,-0.623,1,0,29,9.5,4.58,32.12,0,0,0,10,1
7,8.959674,81.599605,70,1099.7,0,4,0,0,0,10,20.3,0,69.0,301.4,0.78,0.258,-0.157,1,1,31,4.79,1.84,34.63,0,0,1,9,1
19,9.726426,81.334135,128,6915.0,0,1,1,0,3,552,2.7,0,40.3,3.1,0.849,-0.121,0.529,0,0,62,18.19,11.45,0.0,0,0,1,9,1
17,8.223095,80.743464,26,1895.9,3,1,3,0,0,621,31.7,0,77.6,185.3,0.076,0.078,0.198,0,0,74,9.5,4.38,33.83,0,0,1,9,1
22,8.531072,81.42979,85,561.1,4,4,0,0,3,520,30.8,0,36.9,202.0,0.137,0.215,-0.25,1,0,63,1.62,8.2,24.39,0,0,1,9,1
8,9.516332,81.44085,109,337.1,0,4,4,0,1,803,25.7,0,45.4,263.0,0.139,0.302,-0.669,1,1,36,2.59,0.35,45.25,1,5665,1,9,1
0,6.905474,80.64694,28,300.8,0,4,4,0,3,159,33.9,0,139.9,353.6,0.387,0.142,0.06,1,0,50,2.1,9.83,62.88,0,0,0,0,1
16,9.12425,80.866457,68,105.5,0,2,1,0,3,220,49.8,0,205.9,564.0,0.608,0.177,0.262,0,1,30,7.28,3.07,83.5,1,168434,0,0,1
19,7.860694,81.636813,617,6520.5,2,1,3,0,3,415,22.7,0,11.7,304.1,0.179,-0.078,0.247,0,0,45,6.97,9.42,31.36,0,0,1,9,1
19,8.835471,80.240743,951,2688.2,4,0,0,0,3,898,32.2,0,147.2,251.0,0.366,-0.163,-0.036,1,0,28,5.92,12.68,40.79,0,0,0,10,1
9,8.100766,81.262305,71,739.9,0,0,4,0,1,1030,1.0,1,50.0,321.7,0.713,0.175,-0.03,1,0,43,4.69,7.51,30.43,0,0,1,9,1
21,6.806991,81.448233,89,542.7,5,3,2,2,1,564,1.4,1,33.2,289.1,0.391,-0.281,0.35,0,0,45,4.77,24.52,29.07,0,0,1,9,1
15,5.905323,80.326828,817,509.6,1,0,2,0,1,10,15.2,0,186.6,28.4,0.739,-0.148,-0.14,1,0,62,0.46,6.51,18.2,0,0,1,9,1
7,6.933626,80.632135,3,446.3,2,3,0,0,1,306,28.6,0,14.4,334.3,0.514,-0.004,-0.059,1,2,60,28.2,9.82,57.69,0,0,1,9,1
6,7.242227,79.718892,29,2392.2,1,0,0,0,0,1244,27.7,1,113.6,200.7,0.469,0.267,0.13,0,0,37,11.68,1.04,37.38,0,0,1,9,1
12,7.644628,81.404594,86,2832.2,2,0,4,0,1,44,20.7,0,15.2,88.5,0.084,0.279,0.133,0,0,73,4.21,5.31,11.79,0,0,1,9,1
10,8.898752,79.735164,633,5196.3,0,0,0,1,1,1735,71.2,1,49.9,195.3,0.394,0.225,-0.287,1,0,54,8.07,9.84,25.48,0,0,1,9,1
15,7.879461,80.610989,524,1168.4,2,4,0,0,0,887,42.6,0,195.6,26.1,0.278,0.814,0.307,0,1,29,3.32,1.73,30.68,0,0,0,10,1
23,6.620814,81.206493,20,505.4,0,4,0,0,1,92,3.9,0,115.2,35.7,0.486,0.134,0.296,0,0,44,14.48,13.31,24.43,0,0,1,9,1
15,8.428923,80.126874,828,4418.1,3,1,3,0,0,394,7.8,0,188.2,513.2,0.633,0.574,0.222,0,0,32,3.17,0.18,62.45,0,0,0,0,1
15,7.307878,80.117772,1266,264.7,3,3,1,0,1,896,36.5,0,13.7,304.2,0.325,0.815,-0.041,1,2,46,2.18,15.52,44.7,0,0,1,9,1
7,9.749442,80.186416,111,647.1,6,4,1,0,1,245,11.9,0,105.9,283.6,0.309,0.05,-0.019,0,0,48,10.32,3.85,36.93,0,0,1,9,1
12,8.042706,80.377307,31,1705.3,4,4,3,1,0,393,1.0,0,18.9,344.3,0.213,0.064,0.184,0,0,59,0.5,3.95,38.3,0,0,1,9,1
8,8.954599,81.158348,13,3029.6,3,4,4,1,1,679,1.0,0,59.5,85.0,0.902,0.4,-0.057,1,0,48,0.59,6.05,20.36,0,0,1,9,1
3,7.200908,80.290392,17,48.6,3,1,3,0,3,125,46.5,0,138.4,258.4,0.471,0.215,-0.043,1,0,78,24.09,2.17,55.09,1,105084,1,9,1
16,6.517298,80.488876,37,565.0,0,3,0,0,1,35,7.2,0,98.4,82.2,0.114,0.363,-0.192,1,0,60,3.99,8.84,23.81,0,0,1,9,1
10,7.787801,80.644504,405,4064.3,0,2,4,0,1,1006,47.6,1,29.4,431.6,0.346,0.278,-0.502,1,0,91,2.05,0.74,38.73,0,0,1,9,1
19,7.484467,80.755436,922,5291.6,5,2,2,2,1,10,40.8,1,25.3,65.1,0.637,-0.184,0.099,1,0,50,1.73,15.97,8.62,0,0,1,9,1
7,7.300134,80.299168,10,603.6,2,1,2,0,1,274,33.7,0,26.5,568.6,0.635,0.221,-0.031,1,0,88,39.68,8.65,58.57,0,0,1,9,1
14,7.434966,81.484002,76,3342.7,2,3,4,0,3,596,32.9,0,60.1,219.3,0.379,0.52,0.473,0,0,38,21.87,3.42,28.34,0,0,1,9,1
0,9.198662,81.384424,73,2577.2,4,3,4,0,0,106,25.5,0,6.3,175.1,0.776,-0.319,0.39,0,0,9,1.58,7.81,17.84,0,0,0,10,1
22,8.537033,80.5811,38,252.1,4,2,1,2,0,591,21.7,0,86.0,296.3,0.647,0.061,0.41,0,2,41,10.26,18.28,51.41,0,0,1,9,1
7,8.706689,80.768754,74,516.9,3,2,1,0,3,709,1.0,0,5.1,18.7,0.787,0.727,-0.05,1,0,17,3.31,15.49,2.55,0,0,0,10,1
8,8.63651,79.865265,209,862.4,0,2,3,0,1,689,26.9,0,119.6,191.7,0.326,0.247,0.126,0,0,61,9.89,7.57,29.92,0,0,1,9,1
11,8.58441,80.484235,33,88.3,3,0,0,0,2,151,1.0,0,111.6,116.0,0.727,0.572,-0.17,1,0,77,7.11,27.65,31.01,0,0,0,7,1
1,6.239485,79.800785,73,433.8,3,3,3,0,0,136,33.3,0,172.0,376.4,0.35,0.266,-0.092,1,1,46,5.28,4.4,64.63,0,0,0,0,1
1,9.924661,79.797029,37,93.7,1,1,2,0,0,392,19.4,0,208.2,60.8,0.71,-0.095,0.268,0,2,32,7.01,1.6,44.46,0,0,1,9,1
11,7.602638,81.347203,50,965.8,6,3,2,0,3,391,44.3,0,134.5,172.5,0.415,0.22,0.609,0,0,49,7.83,14.98,30.99,0,0,1,9,1
23,9.486552,81.028114,42,1794.2,6,3,3,0,0,377,40.5,0,141.1,21.6,0.37,-0.032,0.551,0,0,66,1.6,6.64,20.03,0,0,1,9,1
18,7.633938,80.60325,90,449.3,2,2,0,0,0,452,14.2,0,126.7,25.9,0.357,0.673,0.349,0,1,31,6.15,3.68,31.37,0,0,1,9,1
5,9.036286,80.248458,89,21.4,4,1,4,0,1,1734,16.3,1,28.5,419.3,0.775,-0.027,-0.238,1,0,61,2.39,1.23,44.76,0,0,1,9,1
20,5.954579,80.403809,111,844.8,5,1,4,0,0,328,35.6,1,49.3,267.2,0.539,-0.061,0.024,1,0,48,0.79,1.04,28.79,0,0,1,9,1
16,7.243508,80.199441,114,4159.2,5,4,4,0,1,152,11.4,1,0.8,390.7,0.106,0.142,-0.1,1,1,44,3.59,1.39,40.25,0,0,1,9,1
19,9.580608,81.546583,1552,3036.3,4,4,0,0,3,476,16.6,0,152.4,396.6,0.4,0.56,-0.094,1,0,11,19.52,1.71,54.02,0,0,0,10,1
13,7.501787,81.872535,129,1770.5,3,2,3,0,0,467,25.4,0,7.9,375.3,0.461,-0.091,0.011,1,0,63,1.5,6.02,32.43,0,0,1,9,1
12,9.83912,80.602293,2,688.6,4,2,4,1,0,738,69.4,0,107.8,73.6,0.295,0.077,0.144,0,0,28,1.53,2.83,39.03,0,0,0,10,1
2,6.256856,80.921043,1235,1714.9,0,1,4,1,0,451,10.0,0,154.6,46.2,0.176,0.111,-0.19,1,0,46,2.57,0.95,23.45,0,0,1,9,1
13,7.593867,80.26916,84,7076.3,3,2,4,0,1,676,1.0,0,38.1,462.3,0.719,0.055,-0.557,1,1,61,21.68,5.54,41.6,0,0,1,9,1
4,7.854344,80.137201,42,958.1,1,2,4,0,3,1727,54.0,1,3.1,239.8,0.75,-0.121,-0.22,1,0,44,24.27,6.99,23.49,0,0,1,9,1
0,7.396053,80.77322,21,1554.8,0,0,2,0,0,494,38.8,0,204.6,175.9,0.343,0.273,-0.096,1,0,19,0.56,1.86,50.43,1,216949,0,10,1
22,6.539336,80.738072,76,3417.1,5,1,0,0,0,682,45.9,1,151.2,120.4,0.47,0.227,-0.097,1,0,28,6.25,2.27,29.95,0,0,0,10,1
18,6.559412,80.178212,68,379.8,6,3,0,2,1,241,28.8,0,64.2,242.6,0.828,0.447,0.568,0,0,47,2.6,3.49,35.1,0,0,1,9,1
7,7.332718,81.433186,2,900.0,3,0,0,0,3,838,6.2,0,31.5,512.2,0.577,0.337,-0.355,1,0,19,3.75,4.34,62.87,0,0,0,3,1
22,7.012243,79.87735,12,820.6,0,2,0,0,1,349,22.2,0,113.2,399.3,0.488,0.455,-0.277,1,0,81,22.85,1.97,54.12,0,0,1,9,1
15,7.878063,81.75001,1325,5020.5,5,3,4,0,1,450,7.3,1,105.4,300.5,0.391,0.085,-0.131,1,0,51,0.86,1.29,36.94,0,0,1,9,1
7,6.62141,80.119545,157,850.6,4,0,1,0,1,467,5.0,0,73.8,340.5,0.509,-0.083,0.048,1,0,63,2.55,14.6,34.62,0,0,1,9,1
16,6.796734,79.794265,49,350.2,0,4,0,0,1,205,1.0,0,57.5,33.9,0.944,-0.278,-0.256,1,1,55,0.55,2.13,16.49,0,0,1,9,1
21,9.364505,81.147422,151,216.8,2,4,0,0,1,275,30.2,0,18.7,162.0,0.579,0.471,0.422,0,1,72,16.56,16.18,26.39,0,0,1,9,1
23,9.229616,80.903058,29,395.3,4,1,1,0,3,10,1.0,0,108.3,119.8,0.537,0.285,-0.018,1,1,21,4.12,7.71,42.19,0,0,0,10,1
17,7.976801,79.821626,94,2812.0,4,2,0,0,3,1098,6.3,1,87.3,20.4,0.769,-0.593,0.077,1,0,65,0.69,7.12,6.55,0,0,1,9,1
6,6.353377,80.299283,23,611.9,5,3,0,1,1,1240,39.5,1,82.1,84.7,0.294,0.084,0.017,1,0,60,2.05,2.09,26.4,0,0,1,9,1
18,7.455756,81.34763,139,813.9,4,1,0,0,0,530,27.6,0,62.2,216.8,0.848,-0.027,-0.136,1,0,39,4.74,2.69,23.29,0,0,1,9,1
2,7.501176,81.057893,1220,1246.3,0,4,4,2,0,1097,23.4,1,0.4,393.1,0.584,0.189,0.085,1,0,44,2.38,7.04,33.73,0,0,1,9,1
16,8.07935,80.885852,194,2951.5,0,3,0,2,0,729,15.9,0,183.4,437.2,0.586,0.219,-0.506,1,0,39,9.93,5.24,55.81,0,0,1,9,1
6,5.906259,80.087737,38,405.0,3,0,4,0,1,1854,90.3,1,211.5,4.1,0.788,0.692,0.211,0,2,7,1.7,38.74,45.03,0,0,0,12,1
14,7.640351,80.617999,41,63.7,2,4,3,2,1,592,18.2,0,183.1,148.0,0.621,0.605,0.652,0,1,16,34.25,11.62,48.94,1,136969,0,10,1
10,6.210611,81.494166,753,4562.9,0,1,4,0,3,992,29.7,0,138.9,497.2,0.589,-0.001,-0.115,1,0,39,6.08,1.67,57.02,0,0,1,9,1
17,7.189254,80.2145,96,939.8,1,1,1,0,3,293,18.6,0,12.9,327.3,0.367,0.091,0.504,0,0,71,28.48,1.07,28.72,0,0,1,9,1
6,8.315604,80.154882,81,178.6,6,2,0,2,3,1940,12.8,1,285.6,192.7,0.17,0.057,0.496,0,0,29,9.28,9.21,60.66,1,116458,0,3,1
16,9.806712,80.237562,159,6.3,3,2,4,0,1,859,19.4,0,186.2,398.4,0.689,0.034,-0.36,1,0,41,6.03,5.28,61.8,0,0,0,0,1
2,8.184384,80.09731,1179,166.1,0,2,2,0,1,599,1.0,0,36.7,120.9,0.79,0.009,-0.139,1,0,58,5.82,4.7,20.1,0,0,1,9,1
8,7.398661,79.826647,42,891.0,4,4,1,0,3,575,1.0,0,81.2,171.1,0.533,0.001,0.022,1,0,44,4.18,1.59,25.1,0,0,1,9,1
3,5.972414,81.759259,85,1290.7,4,1,0,0,1,346,14.2,0,51.9,394.6,0.738,-0.185,-0.004,1,0,34,2.2,2.16,38.0,0,0,1,9,1
21,8.712913,81.575602,23,766.9,1,1,2,0,1,428,9.9,0,43.9,139.9,0.147,0.04,-0.417,1,0,45,3.48,2.45,28.67,0,0,1,9,1
1,9.105316,80.397931,3,1616.9,0,4,2,0,0,717,52.5,0,26.9,336.9,0.32,-0.447,0.118,0,0,79,2.62,10.47,46.39,0,0,1,9,1
12,6.357247,80.864817,52,2587.3,3,1,0,0,1,267,24.6,0,52.9,310.3,0.705,0.287,-0.095,1,0,71,4.83,6.27,28.23,0,0,1,9,1
21,8.563964,79.711763,54,702.6,2,4,2,1,0,322,52.1,0,56.2,199.9,0.606,0.57,0.189,0,0,66,18.27,2.48,22.22,0,0,1,9,1
17,6.877822,81.869377,19,46.0,3,4,1,0,3,612,39.4,0,80.5,131.4,0.388,-0.149,-0.278,1,0,20,2.31,10.13,44.39,0,0,0,10,1
5,6.962084,80.602428,97,505.6,2,0,3,0,0,1918,36.6,1,33.1,322.2,0.687,0.454,0.058,1,0,33,17.69,8.31,31.82,0,0,1,9,1
7,9.485828,80.179708,77,835.9,5,0,2,0,0,1027,1.6,1,132.8,312.2,0.386,0.325,0.321,0,0,22,3.85,0.8,43.32,0,0,0,10,1
0,9.928194,81.237343,54,16399.4,4,3,1,0,1,397,33.5,0,35.6,51.7,0.303,0.465,0.031,1,1,52,7.67,1.75,13.81,0,0,1,9,1
15,7.689416,80.757207,1451,3347.3,6,0,0,2,1,1136,49.1,1,60.3,72.6,0.4,-0.174,0.167,0,1,44,15.17,0.31,18.63,0,0,1,9,1
15,6.280728,80.139281,1253,4090.3,2,3,4,0,1,506,3.7,0,71.9,162.1,0.718,0.316,-0.18,1,0,24,5.98,5.15,21.3,0,0,0,10,1
4,9.916543,80.91361,5,1333.8,2,2,4,0,0,2167,47.0,1,80.1,202.0,0.103,0.74,-0.043,1,3,13,9.14,2.07,53.36,1,182192,0,10,1
4,8.146898,79.739627,59,1727.9,0,4,0,1,2,1462,82.1,1,132.6,377.2,0.386,0.147,-0.156,1,0,28,2.52,5.98,52.14,0,0,0,11,1
0,6.664123,79.911571,28,1995.2,1,2,4,0,1,806,4.0,0,145.5,204.9,0.365,-0.047,0.196,0,0,52,7.86,18.72,39.58,0,0,1,9,1
17,8.869939,79.780579,28,4211.7,3,4,2,0,0,553,7.9,0,194.7,67.0,0.273,0.763,-0.305,1,0,61,5.68,6.9,33.22,0,0,1,9,1
22,9.369438,80.047052,61,2257.6,6,3,0,2,1,620,31.9,0,104.3,140.0,0.367,-0.033,0.499,0,0,33,4.15,0.22,26.72,0,0,1,9,1
3,7.482954,81.750516,114,4073.8,4,0,1,0,1,471,11.1,0,1.1,5.3,0.24,0.071,-0.062,1,0,81,8.02,14.47,0.61,0,0,1,9,1
17,8.856523,81.703144,31,1591.1,0,4,0,0,2,172,17.1,0,58.7,308.9,0.86,0.504,0.022,1,0,34,1.03,8.27,36.17,0,0,0,7,1
